1.013,-45.01,139.97,0.762,-38.6,375.54,1.781
1.014,-45,139.99,0.762,-38.59,375.55,1.781
1.284,-40,146.44,0.79,-33.67,378.37,1.772
1.608,-35,152.93,0.817,-28.76,381.13,1.764
1.993,-30,159.47,0.844,-23.86,383.85,1.756
2.446,-25,166.07,0.871,-18.95,386.51,1.749
2.974,-20,172.72,0.897,-14.05,389.11,1.743
3.586,-15,179.43,0.923,-9.15,391.64,1.737
4.29,-10,186.21,0.949,-4.26,394.09,1.731
5.094,-5,193.06,0.975,0.63,396.45,1.726
6.007,0,200,1,5.52,398.71,1.721
7.038,5,207.03,1.025,10.4,400.86,1.716
8.196,10,214.15,1.05,15.27,402.89,1.711
9.491,15,221.38,1.075,20.14,404.78,1.706
10.932,20,228.74,1.1,24.99,406.51,1.702
12.531,25,236.23,1.125,29.84,408.06,1.697
14.296,30,243.87,1.15,34.68,409.4,1.692
16.238,35,251.67,1.175,39.5,410.5,1.687
18.37,40,259.68,1.2,44.31,411.31,1.681
20.701,45,267.9,1.225,49.1,411.8,1.675
23.244,50,276.4,1.251,53.87,411.88,1.668
26.011,55,285.23,1.277,58.61,411.45,1.66
29.017,60,294.49,1.304,63.32,410.37,1.65
32.274,65,304.34,1.333,67.98,408.37,1.639
35.796,70,315.09,1.363,72.57,405,1.624
39.59,75,327.5,1.398,77.04,399.19,1.603
