0.075,-75,168.03,0.585,-75,1646.2,8.045
0.109,-70,189.19,0.691,-70,1655.6,7.909
0.156,-65,210.49,0.794,-65,1664.7,7.781
0.219,-60,231.94,0.896,-60,1673.7,7.66
0.301,-55,253.53,0.996,-55,1682.6,7.547
0.408,-50,275.27,1.094,-50,1691.2,7.44
0.545,-45,297.15,1.191,-45,1699.6,7.338
0.717,-40,319.17,1.287,-40,1707.8,7.243
0.931,-35,341.32,1.381,-35,1715.7,7.152
1.013,-33.33,348.74,1.412,-33.33,1718.3,7.122
1.194,-30,363.6,1.473,-30,1723.3,7.065
1.515,-25,386.01,1.564,-25,1730.7,6.983
1.901,-20,408.55,1.654,-20,1737.7,6.904
2.362,-15,431.22,1.742,-15,1744.4,6.829
2.907,-10,454.01,1.829,-10,1750.7,6.757
3.548,-5,476.94,1.915,-5,1756.7,6.688
4.294,0,500,2,0,1762.2,6.621
5.157,5,523.21,2.084,5,1767.4,6.557
6.15,10,546.57,2.166,10,1772.1,6.495
7.285,15,570.09,2.248,15,1776.4,6.434
8.575,20,593.78,2.329,20,1780.2,6.376
10.032,25,617.67,2.409,25,1783.4,6.319
11.672,30,641.76,2.488,30,1786.2,6.263
13.508,35,666.07,2.567,35,1788.3,6.209
15.554,40,690.64,2.645,40,1789.9,6.155
17.827,45,715.48,2.722,45,1790.8,6.102
20.34,50,740.62,2.799,50,1791.1,6.05
23.111,55,766.1,2.876,55,1790.6,5.998
26.156,60,791.97,2.952,60,1789.3,5.946
29.491,65,818.26,3.029,65,1787.1,5.894
33.135,70,845.04,3.105,70,1783.9,5.842
37.105,75,872.38,3.182,75,1779.7,5.788
41.42,80,900.34,3.26,80,1774.3,5.734
46.1,85,929.04,3.338,85,1767.5,5.679
51.167,90,958.61,3.417,90,1759.2,5.621
56.643,95,989.19,3.497,95,1749,5.561
62.553,100,1021,3.58,100,1736.6,5.497
68.923,105,1054.4,3.665,105,1721.6,5.429
75.783,110,1089.7,3.753,110,1703.1,5.354
83.17,115,1127.7,3.847,115,1680,5.27
91.125,120,1169.9,3.95,120,1650.2,5.172
99.702,125,1219.7,4.07,125,1609.1,5.048
108.98,130,1292,4.244,130,1539.3,4.857
