1.937,-70,99641,0.587,-70,3.2879e+05,1715
2.474,-65,1.06e+05,0.617,-65,3.3065e+05,1697
3.119,-60,1.1243e+05,0.648,-60,3.324e+05,1680
3.886,-55,1.1893e+05,0.678,-55,3.3402e+05,1664
4.789,-50,1.2553e+05,0.707,-50,3.3552e+05,1648
5.844,-45,1.3222e+05,0.736,-45,3.3686e+05,1633
7.065,-40,1.3902e+05,0.766,-40,3.3804e+05,1619
8.47,-35,1.4595e+05,0.794,-35,3.3904e+05,1605
10.074,-30,1.5303e+05,0.823,-30,3.3982e+05,1592
11.896,-25,1.6026e+05,0.852,-25,3.4036e+05,1578
13.953,-20,1.6768e+05,0.881,-20,3.4062e+05,1564
16.265,-15,1.7532e+05,0.91,-15,3.4055e+05,1550
18.853,-10,1.8321e+05,0.94,-10,3.4009e+05,1536
21.739,-5,1.9142e+05,0.969,-5,3.3916e+05,1520
24.947,0,2e+05,1,0,3.3764e+05,1504
28.503,5,2.0908e+05,1.032,5,3.3536e+05,1486
32.438,10,2.1884e+05,1.065,10,3.3201e+05,1465
36.791,15,2.2964e+05,1.101,15,3.2706e+05,1439
41.61,20,2.4236e+05,1.143,20,3.1917e+05,1405
46.986,25,2.6194e+05,1.207,25,3.0155e+05,1340
