0.038,-100,38.826,0.271,-100,468.31,2.751
0.059,-95,46.624,0.315,-95,471.48,2.7
0.089,-90,54.418,0.359,-90,474.61,2.653
0.13,-85,62.214,0.401,-85,477.7,2.609
0.187,-80,70.016,0.442,-80,480.72,2.568
0.262,-75,77.828,0.481,-75,483.68,2.53
0.361,-70,85.656,0.52,-70,486.57,2.494
0.488,-65,93.504,0.558,-65,489.38,2.46
0.65,-60,101.38,0.596,-60,492.11,2.429
0.852,-55,109.28,0.632,-55,494.74,2.399
1.013,-51.66,114.58,0.656,-51.66,496.45,2.38
1.101,-50,117.22,0.668,-50,497.27,2.371
1.406,-45,125.2,0.704,-45,499.7,2.345
1.774,-40,133.23,0.738,-40,502.02,2.32
2.214,-35,141.31,0.772,-35,504.21,2.296
2.734,-30,149.45,0.806,-30,506.27,2.273
3.346,-25,157.66,0.839,-25,508.2,2.252
4.058,-20,165.94,0.872,-20,509.97,2.231
4.881,-15,174.31,0.904,-15,511.58,2.211
5.826,-10,182.76,0.937,-10,513.02,2.192
6.906,-5,191.33,0.968,-5,514.26,2.173
8.131,0,200,1,0,515.3,2.154
9.514,5,208.8,1.031,5,516.11,2.136
11.069,10,217.74,1.063,10,516.66,2.118
12.808,15,226.84,1.094,15,516.93,2.101
14.746,20,236.12,1.125,20,516.9,2.083
16.896,25,245.6,1.157,25,516.51,2.065
19.275,30,255.32,1.188,30,515.73,2.047
21.898,35,265.3,1.22,35,514.48,2.028
24.783,40,275.61,1.252,40,512.71,2.009
27.948,45,286.31,1.285,45,510.29,1.989
31.412,50,297.49,1.318,50,507.1,1.967
35.199,55,309.29,1.353,55,502.93,1.943
39.332,60,321.93,1.39,60,497.44,1.917
43.843,65,335.8,1.429,65,490.05,1.885
48.768,70,351.73,1.474,70,479.52,1.846
54.168,75,372.39,1.531,75,461.72,1.788
