1.013,-46.23,139.31,0.759,-45.48,340.25,1.643
1.074,-45,140.85,0.765,-44.26,340.98,1.642
1.353,-40,147.15,0.793,-39.29,343.96,1.636
1.685,-35,153.51,0.819,-34.32,346.91,1.631
2.078,-30,159.93,0.846,-29.34,349.82,1.626
2.537,-25,166.41,0.872,-24.37,352.69,1.622
3.071,-20,172.97,0.898,-19.4,355.5,1.619
3.686,-15,179.59,0.924,-14.42,358.26,1.615
4.391,-10,186.31,0.949,-9.44,360.95,1.613
5.194,-5,193.1,0.975,-4.47,363.56,1.61
6.102,0,200,1,0.51,366.07,1.608
7.125,5,207,1.025,5.49,368.49,1.605
8.271,10,214.12,1.05,10.47,370.78,1.603
9.55,15,221.36,1.075,15.45,372.92,1.601
10.972,20,228.75,1.1,20.43,374.9,1.598
12.546,25,236.3,1.125,25.4,376.69,1.596
14.283,30,244.03,1.15,30.38,378.25,1.593
16.195,35,251.97,1.176,35.36,379.53,1.589
18.294,40,260.17,1.201,40.34,380.48,1.585
20.593,45,268.68,1.227,45.31,381.01,1.58
23.106,50,277.57,1.254,50.28,380.99,1.574
25.851,55,286.99,1.282,55.25,380.21,1.566
28.849,60,297.18,1.312,60.22,378.28,1.555
32.126,65,308.71,1.345,65.18,374.28,1.539
35.725,70,323.96,1.388,70.11,364.66,1.507
