2.05,-30,158.89,0.842,-24.42,385.87,1.766
2.511,-25,165.56,0.869,-19.47,388.61,1.759
3.048,-20,172.3,0.896,-14.52,391.28,1.752
3.669,-15,179.1,0.922,-9.58,393.88,1.746
4.382,-10,185.99,0.948,-4.64,396.4,1.74
5.196,-5,192.95,0.974,0.29,398.83,1.735
6.119,0,200,1,5.22,401.17,1.73
7.159,5,207.15,1.026,10.15,403.38,1.725
8.327,10,214.4,1.051,15.06,405.47,1.72
9.63,15,221.77,1.076,19.97,407.42,1.716
11.08,20,229.26,1.102,24.86,409.2,1.711
12.685,25,236.89,1.127,29.74,410.79,1.706
14.456,30,244.68,1.153,34.61,412.16,1.701
16.403,35,252.64,1.178,39.47,413.29,1.696
18.536,40,260.8,1.204,44.3,414.12,1.69
20.867,45,269.2,1.229,49.12,414.61,1.684
23.407,50,277.88,1.256,53.9,414.68,1.677
26.168,55,286.91,1.283,58.66,414.21,1.668
29.163,60,296.39,1.31,63.38,413.06,1.659
32.403,65,306.48,1.339,68.04,410.96,1.647
35.901,70,317.51,1.37,72.62,407.43,1.631
39.662,75,330.24,1.406,77.07,401.32,1.609
43.635,80,347.94,1.455,81.16,388.05,1.568
