0,0.833,1.704,356.87
0,1.013,1.698,359.21
0,1.066,1.697,359.83
0,1.348,1.691,362.76
0,1.685,1.685,365.66
0,2.085,1.68,368.51
0,2.556,1.675,371.31
0,3.104,1.671,374.06
0,3.738,1.667,376.75
0,4.468,1.664,379.36
0,5.301,1.66,381.89
0,6.247,1.657,384.33
0,7.316,1.654,386.67
0,8.518,1.651,388.88
0,9.864,1.649,390.96
0,11.365,1.646,392.87
0,13.032,1.642,394.6
0,14.877,1.639,396.11
0,16.916,1.635,397.36
0,19.162,1.631,398.3
0,21.632,1.626,398.86
0,24.345,1.62,398.91
0,27.325,1.612,398.3
0,30.602,1.602,396.72
0,34.222,1.588,393.54
0,38.279,1.565,386.89
5,0.833,1.72,360.61
5,1.013,1.714,363.01
5,1.066,1.713,363.65
5,1.348,1.706,366.67
5,1.685,1.701,369.65
5,2.085,1.696,372.6
5,2.556,1.691,375.5
5,3.104,1.687,378.35
5,3.738,1.683,381.15
5,4.468,1.68,383.88
5,5.301,1.677,386.54
5,6.247,1.674,389.11
5,7.316,1.671,391.59
5,8.518,1.669,393.97
5,9.864,1.666,396.22
5,11.365,1.663,398.34
5,13.032,1.661,400.3
5,14.877,1.658,402.08
5,16.916,1.655,403.66
5,19.162,1.651,405
5,21.632,1.648,406.06
5,24.345,1.643,406.77
5,27.325,1.638,407.06
5,30.602,1.631,406.81
5,34.222,1.623,405.83
5,38.279,1.612,403.75
10,0.833,1.735,364.36
10,1.013,1.73,366.82
10,1.066,1.728,367.48
10,1.348,1.722,370.58
10,1.685,1.716,373.64
10,2.085,1.711,376.68
10,2.556,1.707,379.67
10,3.104,1.703,382.62
10,3.738,1.699,385.52
10,4.468,1.696,388.36
10,5.301,1.693,391.13
10,6.247,1.69,393.82
10,7.316,1.688,396.44
10,8.518,1.685,398.96
10,9.864,1.683,401.37
10,11.365,1.681,403.66
10,13.032,1.678,405.82
10,14.877,1.676,407.83
10,16.916,1.673,409.67
10,19.162,1.671,411.31
10,21.632,1.667,412.73
10,24.345,1.664,413.89
10,27.325,1.66,414.73
10,30.602,1.655,415.19
10,34.222,1.649,415.17
10,38.279,1.642,414.44
15,0.833,1.751,368.13
15,1.013,1.745,370.65
15,1.066,1.744,371.32
