1.013,-51.45,126.34,0.704,-51.37,399.31,1.935
1.09,-50,128.32,0.713,-49.92,400.06,1.93
1.391,-45,135.21,0.743,-44.92,402.61,1.915
1.755,-40,142.15,0.773,-39.92,405.08,1.901
2.189,-35,149.13,0.803,-34.92,407.48,1.887
2.703,-30,156.17,0.832,-29.91,409.79,1.875
3.305,-25,163.27,0.861,-24.91,412.01,1.863
4.007,-20,170.44,0.889,-19.91,414.12,1.851
4.816,-15,177.69,0.917,-14.91,416.12,1.84
5.746,-10,185.02,0.945,-9.9,418,1.83
6.805,-5,192.46,0.973,-4.9,419.75,1.82
8.007,0,200,1,0.1,421.34,1.81
9.362,5,207.66,1.027,5.11,422.76,1.801
10.884,10,215.46,1.055,10.11,423.99,1.791
12.584,15,223.42,1.082,15.11,424.99,1.781
14.476,20,231.54,1.109,20.12,425.74,1.772
16.574,25,239.86,1.137,25.12,426.2,1.762
18.893,30,248.41,1.165,30.12,426.31,1.751
21.449,35,257.22,1.193,35.12,426.02,1.74
24.256,40,266.33,1.221,40.12,425.24,1.728
27.335,45,275.84,1.25,45.12,423.84,1.715
30.706,50,285.85,1.28,50.11,421.66,1.7
34.391,55,296.57,1.312,55.1,418.38,1.683
38.418,60,308.41,1.346,60.09,413.44,1.661
42.824,65,322.43,1.386,65.07,405.45,1.632
47.653,70,344.1,1.448,70.04,388.2,1.576
