1.013,-26.08,165.8,0.869,-26.08,382.77,1.747
1.064,-25,167.19,0.875,-25,383.45,1.746
1.327,-20,173.64,0.9,-20,386.55,1.741
1.639,-15,180.14,0.926,-15,389.63,1.737
2.006,-10,186.7,0.951,-10,392.67,1.733
2.433,-5,193.32,0.975,-5,395.66,1.73
2.928,0,200,1,0,398.6,1.727
3.497,5,206.75,1.024,5,401.49,1.724
4.146,10,213.58,1.048,10,404.32,1.722
4.884,15,220.48,1.072,15,407.07,1.72
5.717,20,227.47,1.096,20,409.75,1.718
6.654,25,234.55,1.12,25,412.33,1.716
7.702,30,241.72,1.144,30,414.82,1.714
8.87,35,249.01,1.167,35,417.19,1.713
10.166,40,256.41,1.19,40,419.43,1.711
11.599,45,263.94,1.214,45,421.52,1.709
13.179,50,271.62,1.237,50,423.44,1.707
14.915,55,279.47,1.261,55,425.15,1.705
16.818,60,287.5,1.285,60,426.63,1.702
18.898,65,295.76,1.309,65,427.82,1.699
21.168,70,304.28,1.333,70,428.65,1.696
23.641,75,313.13,1.358,75,429.03,1.691
26.332,80,322.39,1.384,80,428.81,1.685
29.258,85,332.22,1.41,85,427.76,1.677
32.442,90,342.93,1.439,90,425.42,1.666
35.912,95,355.25,1.472,95,420.67,1.649
39.724,100,373.3,1.519,100,407.68,1.611
