1.013,-1.49,198.21,0.993,-1.49,357.6,1.58
1.078,0,200,1,0,358.64,1.581
1.317,5,206,1.022,5,362.09,1.583
1.597,10,212.04,1.043,10,365.53,1.585
1.921,15,218.12,1.064,15,368.94,1.588
2.294,20,224.24,1.085,20,372.34,1.591
2.719,25,230.41,1.106,25,375.71,1.593
3.204,30,236.64,1.127,30,379.06,1.596
3.751,35,242.92,1.147,35,382.36,1.6
4.367,40,249.26,1.167,40,385.62,1.603
5.057,45,255.66,1.187,45,388.82,1.606
5.827,50,262.14,1.207,50,391.96,1.609
6.683,55,268.69,1.227,55,395.04,1.612
7.63,60,275.33,1.247,60,398.03,1.616
8.676,65,282.06,1.267,65,400.93,1.619
9.826,70,288.89,1.287,70,403.72,1.621
11.088,75,295.84,1.307,75,406.38,1.624
12.47,80,302.91,1.326,80,408.89,1.627
13.978,85,310.14,1.346,85,411.22,1.629
15.623,90,317.53,1.366,90,413.32,1.63
17.413,95,325.13,1.387,95,415.14,1.631
19.358,100,333,1.407,100,416.6,1.632
21.471,105,341.2,1.429,105,417.56,1.631
23.765,110,349.87,1.451,110,417.81,1.628
26.258,115,359.29,1.475,115,416.92,1.623
28.974,120,370.19,1.502,120,413.76,1.613
